Reporting Area,MMWR Year,MMWR Week,"Hemolytic uremic snydrome post-diarrheal, Current week","Hemolytic uremic snydrome post-diarrheal, Current week, flag","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2021†","Hemolytic uremic snydrome post-diarrheal, Cum 2021†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2020†","Hemolytic uremic snydrome post-diarrheal, Cum 2020†, flag","Hepatitis A, acute, Current week","Hepatitis A, acute, Current week, flag","Hepatitis A, acute, Previous 52 weeks Max†","Hepatitis A, acute, Previous 52 weeks Max†, flag","Hepatitis A, acute, Cum 2021†","Hepatitis A, acute, Cum 2021†, flag","Hepatitis A, acute, Cum 2020†","Hepatitis A, acute, Cum 2020†, flag","Hepatitis B, acute, Current week","Hepatitis B, acute, Current week, flag","Hepatitis B, acute, Previous 52 weeks Max†","Hepatitis B, acute, Previous 52 weeks Max†, flag","Hepatitis B, acute, Cum 2021†","Hepatitis B, acute, Cum 2021†, flag","Hepatitis B, acute, Cum 2020†","Hepatitis B, acute, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
TENNESSEE,2021,7,,-,3,,,-,1,,,-,14,,,-,95,,,-,6,,,-,26,,TENNESSEE,,20210742,POINT (-86.343226 35.842998)
CONNECTICUT,2021,7,,-,0,,,-,,-,,-,2,,,-,4,,,-,0,,,-,,-,CONNECTICUT,,20210703,POINT (-72.738288 41.575155)
MARYLAND,2021,7,,-,1,,,-,2,,,-,14,,,-,32,,,-,3,,,-,6,,MARYLAND,,20210733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,7,,-,1,,,-,,-,6,,49,,28,,78,,,-,4,,,-,10,,SOUTH CAROLINA,,20210735,POINT (-80.864614 33.878572)
OKLAHOMA,2021,7,,-,0,,,-,,-,,-,2,,,-,,-,,-,2,,,-,1,,OKLAHOMA,,20210746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210765,POINT (145.725693 15.1834)
OHIO,2021,7,,-,0,,,-,,-,,-,13,,2,,53,,,-,6,,9,,22,,OHIO,,20210718,POINT (-82.70936 40.415534)
MINNESOTA,2021,7,,-,0,,,-,,-,,-,7,,,-,22,,,-,2,,,-,,-,MINNESOTA,,20210723,POINT (-94.198308 46.349153)
LOUISIANA,2021,7,,-,2,,,-,,-,,-,42,,29,,65,,,-,2,,,-,10,,LOUISIANA,,20210745,POINT (-91.840238 30.921314)
HAWAII,2021,7,,-,0,,,-,,-,,-,1,,1,,1,,,-,2,,,-,2,,HAWAII,,20210760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,7,,-,2,,1,,3,,13,,94,,99,,548,,,-,17,,7,,114,,,SOUTH ATLANTIC,20210728,
PENNSYLVANIA,2021,7,,-,1,,,-,1,,,-,5,,2,,53,,,-,3,,2,,7,,PENNSYLVANIA,,20210713,POINT (-77.838886 40.896694)
UTAH,2021,7,,-,1,,,-,,-,,-,2,,1,,1,,,-,2,,1,,1,,UTAH,,20210755,POINT (-111.678222 39.323779)
COLORADO,2021,7,,-,0,,,-,,-,,-,6,,2,,24,,,-,1,,,-,1,,COLORADO,,20210750,POINT (-105.547832 38.998552)
VERMONT,2021,7,,-,0,,,-,,-,,-,2,,4,,,-,,-,1,,1,,,-,VERMONT,,20210708,POINT (-72.662695 44.075252)
KENTUCKY,2021,7,,-,1,,,-,,-,1,,4,,5,,12,,,-,7,,13,,29,,KENTUCKY,,20210740,POINT (-85.290484 37.526683)
PUERTO RICO,2021,7,,N,,NC,,N,,N,,-,1,,,-,9,,,-,0,,,-,,-,PUERTO RICO,,20210767,POINT (-66.414655 18.215692)
MAINE,2021,7,,-,0,,,-,,-,1,,12,,18,,7,,2,,2,,6,,5,,MAINE,,20210704,POINT (-69.06137 45.117911)
VIRGINIA,2021,7,,-,1,,1,,,-,,-,12,,2,,38,,,-,5,,,-,4,,VIRGINIA,,20210736,POINT (-78.666382 37.510861)
ARIZONA,2021,7,,-,1,,,-,1,,,-,1,,4,,,-,,-,1,,1,,,-,ARIZONA,,20210749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,7,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210764,
WISCONSIN,2021,7,,-,1,,1,,,-,,-,2,,,-,2,,,-,2,,1,,,-,WISCONSIN,,20210719,POINT (-89.732969 44.639954)
IDAHO,2021,7,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,IDAHO,,20210751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210768,POINT (-64.840836 18.060868)
MICHIGAN,2021,7,,-,1,,1,,,-,,-,2,,2,,2,,,-,3,,2,,5,,MICHIGAN,,20210717,POINT (-85.730977 44.874798)
GEORGIA,2021,7,,-,1,,,-,1,,7,,18,,58,,89,,,-,4,,3,,18,,GEORGIA,,20210732,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,7,,-,0,,,-,,-,1,,11,,10,,12,,1,,3,,3,,7,,,NEW YORK CITY,20210712,
ARKANSAS,2021,7,1,,1,,3,,,-,1,,32,,61,,20,,1,,4,,6,,8,,ARKANSAS,,20210744,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,7,,-,0,,,-,,-,,-,13,,38,,51,,,-,3,,1,,8,,MISSISSIPPI,,20210741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,7,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,SOUTH DAKOTA,,20210727,POINT (-100.230491 44.43614)
WYOMING,2021,7,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,,-,,-,WYOMING,,20210756,POINT (-107.55145 42.999627)
MISSOURI,2021,7,,-,3,,,-,,-,,-,15,,4,,71,,,-,2,,,-,3,,MISSOURI,,20210724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,7,,-,2,,1,,1,,4,,15,,29,,137,,1,,6,,5,,15,,,MIDDLE ATLANTIC,20210709,
CALIFORNIA,2021,7,1,,5,,3,,9,,,-,10,,4,,99,,,-,4,,1,,9,,CALIFORNIA,,20210759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,7,,-,0,,,-,,-,,-,5,,,-,27,,,-,4,,,-,8,,WEST VIRGINIA,,20210737,POINT (-80.613729 38.642579)
FLORIDA,2021,7,,-,1,,,-,,-,,-,46,,,-,240,,,-,5,,,-,49,,FLORIDA,,20210731,POINT (-82.420978 28.260731)
MONTANA,2021,7,,-,0,,,-,,-,,-,1,,,-,3,,,-,2,,1,,,-,MONTANA,,20210752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,7,,-,3,,,-,1,,,-,19,,7,,99,,,-,3,,,-,8,,,WEST NORTH CENTRAL,20210720,
MASSACHUSETTS,2021,7,,-,1,,,-,,-,,-,3,,1,,9,,,-,2,,2,,8,,MASSACHUSETTS,,20210705,POINT (-71.481104 42.151077)
MOUNTAIN,2021,7,,-,2,,,-,1,,,-,7,,8,,37,,,-,3,,3,,2,,,MOUNTAIN,20210748,
INDIANA,2021,7,,-,0,,,-,1,,,-,11,,1,,40,,,-,8,,,-,21,,INDIANA,,20210716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,7,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,1,,,NON-US RESIDENTS,20210769,
US TERRITORIES,2021,7,,-,0,,,-,,-,,-,1,,,-,9,,,-,0,,,-,,-,,US TERRITORIES,20210763,
WEST NORTH CENTRAL,2021,10,,-,3,,2,,2,,,-,19,,9,,140,,,-,3,,2,,11,,,WEST NORTH CENTRAL,20211020,
TOTAL,2021,8,1,,10,,12,,19,,22,,204,,443,,1770,,9,,45,,86,,370,,,TOTAL,20210870,
US RESIDENTS,2021,8,1,,10,,12,,19,,22,,204,,442,,1758,,9,,45,,86,,369,,,US RESIDENTS,20210801,
NEW HAMPSHIRE,2021,8,,-,0,,,-,,-,,-,2,,,-,14,,,-,0,,,-,,-,NEW HAMPSHIRE,,20210806,POINT (-71.57139 43.680429)
NEW YORK,2021,8,,-,2,,1,,,-,6,,12,,23,,35,,1,,4,,1,,3,,NEW YORK,,20210811,POINT (-75.59655 42.921241)
PACIFIC,2021,8,1,,6,,5,,10,,1,,21,,12,,201,,,-,6,,6,,24,,,PACIFIC,20210857,
WEST SOUTH CENTRAL,2021,8,,-,2,,3,,1,,7,,50,,113,,116,,,-,6,,9,,27,,,WEST SOUTH CENTRAL,20210843,
NEBRASKA,2021,8,,-,2,,,-,,-,,-,1,,1,,1,,,-,0,,,-,,-,NEBRASKA,,20210825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,8,,-,3,,,-,1,,1,,42,,114,,311,,4,,12,,21,,75,,,EAST SOUTH CENTRAL,20210838,
NORTH DAKOTA,2021,8,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,1,,NORTH DAKOTA,,20210826,POINT (-100.46931 47.446305)
NEVADA,2021,8,,-,1,,,-,,-,,-,2,,,-,10,,,-,2,,2,,,-,NEVADA,,20210853,POINT (-114.916992 39.283294)
ILLINOIS,2021,8,,-,1,,,-,,-,,-,5,,5,,16,,,-,3,,1,,7,,ILLINOIS,,20210815,POINT (-89.148632 40.124144)
IOWA,2021,8,,-,1,,,-,,-,,-,1,,1,,3,,,-,2,,,-,4,,IOWA,,20210821,POINT (-93.500061 42.074659)
TEXAS,2021,8,,-,1,,,-,1,,,-,11,,1,,20,,,-,3,,,-,5,,TEXAS,,20210847,POINT (-99.317341 31.447238)
ALASKA,2021,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,ALASKA,,20210858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,8,,-,0,,,-,,-,,-,0,,,-,1,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20210830,POINT (-77.016275 38.904785)
WASHINGTON,2021,8,,N,,NC,,N,,N,,-,11,,1,,95,,,-,2,,,-,6,,WASHINGTON,,20210862,POINT (-120.592492 47.411715)
RHODE ISLAND,2021,8,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,RHODE ISLAND,,20210807,POINT (-71.534637 41.572574)
OREGON,2021,8,,-,1,,1,,,-,,-,3,,4,,4,,,-,2,,2,,4,,OREGON,,20210861,POINT (-120.605279 43.940449)
DELAWARE,2021,8,,-,0,,,-,,-,,-,2,,1,,12,,,-,1,,2,,2,,DELAWARE,,20210829,POINT (-75.452394 38.994926)
ALABAMA,2021,8,,-,0,,,-,,-,1,,29,,71,,130,,1,,3,,4,,6,,ALABAMA,,20210839,POINT (-86.844516 32.756889)
KANSAS,2021,8,,-,1,,,-,1,,,-,16,,,-,4,,,-,0,,,-,,-,KANSAS,,20210822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,8,,-,0,,,-,,-,,-,22,,10,,38,,,-,6,,2,,17,,NORTH CAROLINA,,20210834,POINT (-79.130883 35.52603)
GUAM,2021,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210866,POINT (144.653198 13.3532)
NEW JERSEY,2021,8,,-,1,,,-,,-,,-,2,,,-,43,,,-,0,,,-,,-,NEW JERSEY,,20210810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,8,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,NEW MEXICO,,20210854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,8,,-,1,,2,,1,,,-,21,,12,,123,,2,,12,,18,,68,,,EAST NORTH CENTRAL,20210814,
TENNESSEE,2021,8,,-,3,,,-,1,,,-,14,,,-,107,,,-,6,,,-,28,,TENNESSEE,,20210842,POINT (-86.343226 35.842998)
CONNECTICUT,2021,8,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,,-,CONNECTICUT,,20210803,POINT (-72.738288 41.575155)
MARYLAND,2021,8,,-,1,,,-,2,,,-,14,,,-,36,,,-,3,,,-,6,,MARYLAND,,20210833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,8,,-,1,,,-,,-,,-,49,,28,,89,,,-,4,,,-,12,,SOUTH CAROLINA,,20210835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,8,,-,0,,,-,,-,,-,2,,,-,,-,,-,2,,,-,1,,OKLAHOMA,,20210846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210865,POINT (145.725693 15.1834)
OHIO,2021,8,,-,0,,,-,,-,,-,13,,4,,61,,2,,6,,14,,24,,OHIO,,20210818,POINT (-82.70936 40.415534)
MINNESOTA,2021,8,,-,0,,,-,,-,,-,7,,,-,24,,,-,1,,,-,2,,MINNESOTA,,20210823,POINT (-94.198308 46.349153)
LOUISIANA,2021,8,,-,2,,,-,,-,,-,42,,29,,75,,,-,2,,,-,12,,LOUISIANA,,20210845,POINT (-91.840238 30.921314)
HAWAII,2021,8,,-,0,,,-,,-,,-,1,,1,,2,,,-,2,,,-,2,,HAWAII,,20210860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,8,,-,2,,1,,3,,5,,94,,113,,635,,,-,17,,9,,123,,,SOUTH ATLANTIC,20210828,
PENNSYLVANIA,2021,8,,-,1,,,-,1,,,-,5,,2,,58,,,-,3,,2,,9,,PENNSYLVANIA,,20210813,POINT (-77.838886 40.896694)
UTAH,2021,8,,-,1,,,-,,-,,-,2,,1,,1,,,-,2,,1,,1,,UTAH,,20210855,POINT (-111.678222 39.323779)
MASSACHUSETTS,2021,10,,-,1,,,-,,-,,-,3,,1,,10,,,-,2,,2,,10,,MASSACHUSETTS,,20211005,POINT (-71.481104 42.151077)
COLORADO,2021,8,,-,0,,,-,,-,,-,4,,2,,30,,,-,1,,,-,1,,COLORADO,,20210850,POINT (-105.547832 38.998552)
VERMONT,2021,8,,-,0,,,-,,-,,-,2,,4,,,-,,-,1,,1,,,-,VERMONT,,20210808,POINT (-72.662695 44.075252)
KENTUCKY,2021,8,,-,1,,,-,,-,,-,4,,5,,14,,3,,7,,16,,32,,KENTUCKY,,20210840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,8,,N,,NC,,N,,N,,-,0,,,-,10,,,-,0,,,-,,-,PUERTO RICO,,20210867,POINT (-66.414655 18.215692)
MAINE,2021,8,,-,0,,,-,,-,,-,12,,18,,7,,,-,2,,7,,6,,MAINE,,20210804,POINT (-69.06137 45.117911)
VIRGINIA,2021,8,,-,1,,1,,,-,,-,12,,2,,45,,,-,5,,,-,4,,VIRGINIA,,20210836,POINT (-78.666382 37.510861)
ARIZONA,2021,8,,-,1,,,-,1,,,-,3,,6,,22,,,-,2,,1,,3,,ARIZONA,,20210849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,8,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210864,
WISCONSIN,2021,8,,-,1,,1,,,-,,-,2,,,-,2,,,-,2,,1,,,-,WISCONSIN,,20210819,POINT (-89.732969 44.639954)
IDAHO,2021,8,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,IDAHO,,20210851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210868,POINT (-64.840836 18.060868)
MICHIGAN,2021,8,,-,1,,1,,,-,,-,2,,2,,2,,,-,3,,2,,8,,MICHIGAN,,20210817,POINT (-85.730977 44.874798)
GEORGIA,2021,8,,-,1,,,-,1,,5,,18,,72,,100,,,-,4,,5,,20,,GEORGIA,,20210832,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,8,,-,0,,,-,,-,2,,11,,12,,13,,2,,3,,5,,9,,,NEW YORK CITY,20210812,
ARKANSAS,2021,8,,-,1,,3,,,-,7,,32,,83,,21,,,-,4,,9,,9,,ARKANSAS,,20210844,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,8,,-,0,,,-,,-,,-,13,,38,,60,,,-,3,,1,,9,,MISSISSIPPI,,20210841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,8,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,SOUTH DAKOTA,,20210827,POINT (-100.230491 44.43614)
WYOMING,2021,8,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,1,,WYOMING,,20210856,POINT (-107.55145 42.999627)
MISSOURI,2021,8,,-,3,,,-,,-,,-,15,,6,,83,,,-,2,,,-,3,,MISSOURI,,20210824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,8,,-,2,,1,,1,,8,,15,,37,,149,,3,,7,,8,,21,,,MIDDLE ATLANTIC,20210809,
CALIFORNIA,2021,8,1,,5,,4,,10,,1,,10,,6,,100,,,-,4,,4,,11,,CALIFORNIA,,20210859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,8,,-,0,,,-,,-,,-,5,,,-,31,,,-,4,,,-,8,,WEST VIRGINIA,,20210837,POINT (-80.613729 38.642579)
FLORIDA,2021,8,,-,1,,,-,,-,,-,46,,,-,283,,,-,3,,,-,54,,FLORIDA,,20210831,POINT (-82.420978 28.260731)
MONTANA,2021,8,,-,0,,,-,,-,,-,1,,,-,3,,,-,2,,1,,,-,MONTANA,,20210852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,8,,-,3,,,-,1,,,-,19,,8,,116,,,-,3,,,-,10,,,WEST NORTH CENTRAL,20210820,
MASSACHUSETTS,2021,8,,-,1,,,-,,-,,-,3,,1,,10,,,-,2,,2,,9,,MASSACHUSETTS,,20210805,POINT (-71.481104 42.151077)
MOUNTAIN,2021,8,,-,2,,,-,1,,,-,9,,10,,69,,,-,4,,5,,6,,,MOUNTAIN,20210848,
INDIANA,2021,8,,-,0,,,-,1,,,-,11,,1,,42,,,-,7,,,-,29,,INDIANA,,20210816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,8,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,1,,,NON-US RESIDENTS,20210869,
US TERRITORIES,2021,8,,-,0,,,-,,-,,-,0,,,-,10,,,-,0,,,-,,-,,US TERRITORIES,20210863,
MOUNTAIN,2021,10,,-,2,,1,,1,,1,,9,,13,,76,,,-,4,,5,,7,,,MOUNTAIN,20211048,
INDIANA,2021,10,,-,0,,,-,1,,,-,11,,1,,45,,,-,7,,,-,36,,INDIANA,,20211016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,10,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,1,,,NON-US RESIDENTS,20211069,
US TERRITORIES,2021,10,,-,0,,,-,,-,,-,0,,,-,10,,,-,0,,,-,,-,,US TERRITORIES,20211063,
TOTAL,2021,18,1,,10,,49,,54,,21,,221,,1554,,3480,,5,,88,,457,,708,,,TOTAL,20211870,
U.S. VIRGIN ISLANDS,2021,18,,-,0,,,-,,-,,-,0,,,-,1,,,-,4,,,-,2,,VIRGIN ISLANDS,,20211868,POINT (-64.840836 18.060868)
TOTAL,2021,11,1,,10,,20,,31,,30,,206,,778,,2343,,10,,83,,207,,480,,,TOTAL,20211170,
US RESIDENTS,2021,11,1,,10,,20,,31,,30,,206,,777,,2330,,10,,83,,207,,479,,,US RESIDENTS,20211101,
NEW HAMPSHIRE,2021,11,,-,0,,,-,,-,,-,2,,1,,17,,,-,0,,,-,,-,NEW HAMPSHIRE,,20211106,POINT (-71.57139 43.680429)
NEW YORK,2021,11,,-,2,,1,,,-,1,,15,,31,,47,,,-,4,,2,,3,,NEW YORK,,20211111,POINT (-75.59655 42.921241)
PACIFIC,2021,11,,-,6,,9,,14,,,-,18,,17,,250,,1,,6,,13,,29,,,PACIFIC,20211157,
NON-US RESIDENTS,2021,18,,-,0,,,-,,-,,-,1,,1,,3,,,-,0,,,-,1,,,NON-US RESIDENTS,20211869,
US RESIDENTS,2021,18,1,,10,,49,,54,,21,,221,,1553,,3466,,5,,88,,457,,705,,,US RESIDENTS,20211801,
NEW HAMPSHIRE,2021,18,,-,0,,,-,,-,,-,1,,2,,24,,,-,0,,,-,,-,NEW HAMPSHIRE,,20211806,POINT (-71.57139 43.680429)
NEW YORK,2021,18,,-,2,,6,,1,,,-,15,,46,,74,,,-,4,,3,,7,,NEW YORK,,20211811,POINT (-75.59655 42.921241)
PACIFIC,2021,18,1,,6,,21,,22,,1,,14,,33,,333,,,-,6,,30,,45,,,PACIFIC,20211857,
WEST SOUTH CENTRAL,2021,18,,-,2,,4,,2,,6,,50,,436,,275,,,-,6,,17,,47,,,WEST SOUTH CENTRAL,20211843,
NEBRASKA,2021,18,,-,2,,1,,1,,,-,1,,2,,2,,,-,0,,,-,,-,NEBRASKA,,20211825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,18,,-,3,,1,,7,,3,,42,,298,,602,,2,,12,,78,,140,,,EAST SOUTH CENTRAL,20211838,
NORTH DAKOTA,2021,18,,-,0,,,-,,-,,-,1,,1,,,-,,-,1,,,-,1,,NORTH DAKOTA,,20211826,POINT (-100.46931 47.446305)
NEVADA,2021,18,,-,1,,,-,,-,,-,2,,1,,12,,,-,3,,3,,1,,NEVADA,,20211853,POINT (-114.916992 39.283294)
ILLINOIS,2021,18,,-,1,,1,,1,,,-,5,,18,,29,,,-,3,,3,,17,,ILLINOIS,,20211815,POINT (-89.148632 40.124144)
IOWA,2021,18,,-,1,,1,,,-,,-,1,,3,,5,,,-,2,,3,,6,,IOWA,,20211821,POINT (-93.500061 42.074659)
TEXAS,2021,18,,-,1,,1,,,-,,-,24,,71,,49,,,-,3,,3,,10,,TEXAS,,20211847,POINT (-99.317341 31.447238)
ALASKA,2021,18,,-,0,,,-,,-,,-,1,,1,,,-,,-,1,,2,,3,,ALASKA,,20211858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,18,,-,0,,,-,,-,,-,0,,,-,1,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20211830,POINT (-77.016275 38.904785)
WASHINGTON,2021,18,,N,,NC,,N,,N,,-,10,,6,,175,,,-,3,,5,,11,,WASHINGTON,,20211862,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,18,,-,1,,,-,,-,,-,12,,30,,72,,,-,5,,21,,27,,,NEW ENGLAND,20211802,
RHODE ISLAND,2021,18,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,RHODE ISLAND,,20211807,POINT (-71.534637 41.572574)
OREGON,2021,18,,-,1,,1,,1,,,-,3,,7,,7,,,-,4,,11,,7,,OREGON,,20211861,POINT (-120.605279 43.940449)
DELAWARE,2021,18,,-,0,,,-,,-,,-,2,,2,,21,,,-,1,,3,,3,,DELAWARE,,20211829,POINT (-75.452394 38.994926)
ALABAMA,2021,18,,-,0,,,-,,-,1,,29,,183,,280,,1,,3,,16,,17,,ALABAMA,,20211839,POINT (-86.844516 32.756889)
KANSAS,2021,18,,-,1,,1,,2,,,-,16,,,-,8,,,-,0,,,-,,-,KANSAS,,20211822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,18,,-,1,,1,,,-,,-,27,,146,,88,,,-,6,,16,,36,,NORTH CAROLINA,,20211834,POINT (-79.130883 35.52603)
GUAM,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211866,POINT (144.653198 13.3532)
NEW JERSEY,2021,18,,-,1,,,-,,-,,-,6,,,-,75,,,-,0,,,-,,-,NEW JERSEY,,20211810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,18,,-,0,,,-,,-,,-,0,,,-,4,,,-,0,,,-,,-,NEW MEXICO,,20211854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,18,,-,1,,3,,5,,1,,21,,48,,235,,,-,13,,52,,141,,,EAST NORTH CENTRAL,20211814,
TENNESSEE,2021,18,,-,3,,1,,6,,,-,6,,6,,184,,1,,6,,20,,55,,TENNESSEE,,20211842,POINT (-86.343226 35.842998)
CONNECTICUT,2021,18,,-,0,,,-,,-,,-,2,,2,,10,,,-,0,,,-,,-,CONNECTICUT,,20211803,POINT (-72.738288 41.575155)
MARYLAND,2021,18,,-,1,,,-,2,,,-,23,,25,,69,,,-,3,,4,,15,,MARYLAND,,20211833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,18,,-,1,,,-,,-,,-,50,,122,,280,,,-,4,,21,,21,,SOUTH CAROLINA,,20211835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,18,,-,0,,,-,,-,,-,0,,,-,2,,,-,3,,,-,1,,OKLAHOMA,,20211846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211865,POINT (145.725693 15.1834)
OHIO,2021,18,,-,1,,1,,,-,,-,13,,22,,103,,,-,6,,26,,51,,OHIO,,20211818,POINT (-82.70936 40.415534)
MINNESOTA,2021,18,,-,0,,,-,,-,,-,2,,1,,52,,,-,1,,,-,4,,MINNESOTA,,20211823,POINT (-94.198308 46.349153)
LOUISIANA,2021,18,,-,2,,,-,,-,3,,42,,116,,162,,,-,2,,,-,16,,LOUISIANA,,20211845,POINT (-91.840238 30.921314)
HAWAII,2021,18,,-,0,,,-,,-,,-,1,,1,,4,,,-,2,,,-,3,,HAWAII,,20211860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,18,,-,1,,5,,7,,8,,102,,590,,1357,,3,,63,,219,,238,,,SOUTH ATLANTIC,20211828,
PENNSYLVANIA,2021,18,,-,1,,,-,1,,,-,5,,14,,73,,,-,4,,10,,19,,PENNSYLVANIA,,20211813,POINT (-77.838886 40.896694)
UTAH,2021,18,,-,1,,1,,1,,,-,1,,3,,7,,,-,2,,4,,3,,UTAH,,20211855,POINT (-111.678222 39.323779)
COLORADO,2021,18,,-,0,,,-,,-,,-,2,,5,,49,,,-,1,,,-,2,,COLORADO,,20211850,POINT (-105.547832 38.998552)
VERMONT,2021,18,,-,0,,,-,,-,,-,2,,4,,2,,,-,1,,1,,,-,VERMONT,,20211808,POINT (-72.662695 44.075252)
KENTUCKY,2021,18,,-,1,,,-,1,,,-,4,,19,,22,,,-,7,,37,,49,,KENTUCKY,,20211840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,18,,N,,NC,,N,,N,,-,0,,,-,10,,,-,0,,,-,,-,PUERTO RICO,,20211867,POINT (-66.414655 18.215692)
MAINE,2021,18,,-,0,,,-,,-,,-,12,,20,,17,,,-,5,,17,,15,,MAINE,,20211804,POINT (-69.06137 45.117911)
VIRGINIA,2021,18,,-,1,,2,,,-,,-,9,,25,,99,,,-,5,,6,,10,,VIRGINIA,,20211836,POINT (-78.666382 37.510861)
ARIZONA,2021,18,,-,1,,3,,2,,1,,3,,7,,28,,,-,2,,3,,5,,ARIZONA,,20211849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,18,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211864,
WISCONSIN,2021,18,,-,1,,1,,,-,,-,2,,1,,4,,,-,2,,5,,3,,WISCONSIN,,20211819,POINT (-89.732969 44.639954)
